"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1694";"BENAZEPRIL HYDROCHLORIDE";"BENAZEPRIL HCL|BENAZEPRIL HYDROCHLORIDE|CGS 14824A HCL|CGS-14824A|CGS-14824A HCL|CIBACEN|Lotensin|NSC-758920";"Small molecule";"4";"460.96";"18";"55";"2.57";"95.94";"5";"2";"0";"9";"N";"0.60";"3.53";"5.36";"1.54";"0.07";"2";"MOL";"0";"31";"7";"2";"0";"424.1998";"ACID";"C24H29ClN2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O.Cl";"VPSRQEHTHIMDQM-FKLPMGAJSA-N"
"CHEMBL121";"ROSIGLITAZONE";"AVANDIA|Avandamet|Avandaryl|Avandia|BRL-49653|GAUDIL|NSC-758698|REZULT|ROSIGLITAZONE|ROSIGLIZOLE|ROSVEL|Rosiglitazone|TDZ-01";"Small molecule";"4";"357.44";"245";"2417";"2.49";"71.53";"6";"1";"0";"7";"N";"0.82";"6.84";"6.23";"2.45";"2.21";"2";"MOL";"0";"25";"6";"1";"0";"357.1147";"NEUTRAL";"C18H19N3O3S";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"YASAKCUCGLMORW-UHFFFAOYSA-N"
"CHEMBL1200689";"NITRIC OXIDE";"AMIDOGEN, OXO-|GENOSYL|INOVENT|Inomax|NITRIC OXIDE|NITRIC OXIDE TRIMER|NITROGEN OXIDE (NO)|NITROSYL RADICAL|Nitric oxide|OHM-11771";"Small molecule";"4";"30.01";"3";"16";"-0.45";"39.37";"1";"0";"0";"0";"Y";"0.36";"None";"None";"-0.35";"-0.35";"0";"MOL";"0";"2";"2";"0";"0";"29.9980";"NEUTRAL";"NO";"[N]=O";"MWUXSHHQAYIFBG-UHFFFAOYSA-N"
"CHEMBL786";"TAMOXIFEN CITRATE";"EMBLON|FENTAMOX 10|FENTAMOX 20|I.C.I.46474 CITRATE|ICI 46,474|ICI-46474|KENTADEX|KESSAR|KESSAR 10|KESSAR 20|Kessar|NOLTAM|NOLVADEX D|NOLVADEX FTE|NOURYTAM|NSC-180973|NSC-757345|Nolvadex|OESTRIFEN-10|OESTRIFEN-20|OESTRIFEN-40|Soltamox|TAMOFEN|TAMOFENE|TAMOXIFEN CITRATE|TAMOXIFENI CITRAS|TOMAXASTA|ZEMIDE|ZITAZONIUM|Zynoplex";"Small molecule";"4";"563.65";"149";"390";"6.00";"12.47";"2";"0";"1";"8";"N";"0.45";"None";"8.76";"6.35";"4.97";"3";"MOL";"0";"28";"2";"0";"1";"371.2249";"BASE";"C32H37NO8";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O";"FQZYTYWMLGAPFJ-OQKDUQJOSA-N"
"CHEMBL1200402";"AMLODIPINE BESYLATE";"AMLODIPINE (AS BESILATE)|AMLODIPINE BENZENESULFONATE|AMLODIPINE BESILATE|AMLODIPINE BESYLATE|AMLOR|ANTACAL|LODIPRESSIN|MONOPINA|NSC-758922|Norvasc|UK-48,340-26|UK-48340-26";"Small molecule";"4";"567.06";"15";"38";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C26H31ClN2O8S";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1";"ZPBWCRDSRKPIDG-UHFFFAOYSA-N"
"CHEMBL1622";"FOLIC ACID";"ACIDUM FOLICUM|B03BB01|BIO SCIENCE|FOLACIN|FOLATE|FOLDINE|FOLETTES|FOLIAMIN|FOLIC ACID|FOLICARE|FOLIPAC|FOLSAN|Folic Acid|Folicet|Folvite|INCAFOLIC|LEXPEC|MILLAFOL|NATUR FLOW|NSC-3073|PRECONCEIVE|PTEROYLGLUTAMIC ACID|ROCHE|VITAMIN B9|VITAMIN BC|VITAMIN M|Vitamin Bc|Vitamin M";"Small molecule";"4";"441.40";"71";"152";"-0.04";"213.28";"9";"6";"1";"9";"N";"0.26";"3.32";"2.09";"-0.69";"-6.93";"3";"MOL";"0";"32";"13";"7";"2";"441.1397";"ACID";"C19H19N7O6";"Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1";"OVBPIULPVIDEAO-LBPRGKRZSA-N"
"CHEMBL1516";"OLMESARTAN";"NSC-759810|OLMESARTAN|OLMESARTAN MEDOXOMIL IMPURITY, OLMESARTAN-|Olmesartan|RNH-6270";"Small molecule";"3";"446.51";"34";"71";"3.66";"129.81";"7";"3";"0";"8";"N";"0.38";"0.89";"5.33";"2.16";"-1.00";"4";"MOL";"0";"33";"9";"3";"0";"446.2066";"ACID";"C24H26N6O3";"CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"VTRAEEWXHOVJFV-UHFFFAOYSA-N"
"CHEMBL2364612";"LATANOPROSTENE BUNOD";"BOL-303259-X|LATANOPROSTENE BUNOD|Latanoprostene bunod|NCX 116|NCX-116|PF-3187207|VYZULTA|Vesneo";"Small molecule";"4";"507.62";"";"";"3.77";"139.36";"8";"3";"1";"18";"N";"0.09";"None";"None";"3.79";"3.79";"1";"MOL";"0";"36";"9";"3";"1";"507.2832";"NEUTRAL";"C27H41NO8";"O=C(CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1)OCCCCO[N+](=O)[O-]";"LOVMMUBRQUFEAH-UIEAZXIASA-N"
"CHEMBL545";"ALCOHOL";"ABLYSINOL|ALCOHOL|ALCOHOL 190 PROOF|ALCOHOL 95%|ALCOHOL ANHYDROUS|ALCOHOL DENAT.|ALCOHOL DENATURED|ALCOHOL DETERMINATION--ALCOHOL|ALCOHOL, ABSOLUTE|ALCOHOL, DEHYDRATED|ALCOHOL, DENATURED|ALCOHOL, DILUTED|ALCOHOL, RUBBING|ALCOHOL,DEHYDRATED|ALCOHOL,DENATURED|ALCOHOL,ETHYL|ALCOHOL,SDA|ALCOHOLUM|ANHYDROUS ETHANOL|Alcohol|Alcohol, Diluted|Alcohol, Rubbing|B3324|DEHYDRATED ALCOHOL|DEHYDRATED ETHANOL|E1510|EDIBLE ALCOHOL|ETHANOL|ETHANOL IN ALCOHOLIC BEVERAGES|ETHANOL, ANHYDROUS|ETHANOL, DEHYDRATED|ETHANOLUM|ETHYL ALCOHOL|ETHYL ALCOHOL, ABSOLUTE|ETHYL ALCOHOL, DEHYDRATED|ETHYLICUM|Ethanol|Ethyl Alcohol|FEMA NO. 2419|GRAIN ALCOHOL|METHYLATED MINERAL|NCI-C03134|NSC-85228|PM-6193-200|SD ALCOHOL|SPIRIGEL|SURG|TECSOL|VODKA";"Small molecule";"4";"46.07";"137";"2763";"0.00";"20.23";"1";"1";"0";"0";"Y";"0.41";"None";"None";"-0.16";"-0.16";"0";"MOL";"0";"3";"1";"1";"0";"46.0419";"NEUTRAL";"C2H6O";"CCO";"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"
"CHEMBL583912";"(-)-EPICATECHIN";"(-)-EPI CATECHIN|(-)-EPICATECHIN|(-)-EPICATECHOL|EPI-CATECHIN|EPI-CATECHOL|EPICATECHIN|EPICATECHOL|L-ACACATECHIN|L-EPICATECHIN|NSC-81161";"Small molecule";"2";"290.27";"141";"398";"1.55";"110.38";"6";"5";"0";"1";"N";"0.51";"9.00";"None";"1.80";"1.78";"2";"MOL";"0";"21";"6";"5";"0";"290.0790";"NEUTRAL";"C15H14O6";"Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2";"PFTAWBLQPZVEMU-UKRRQHHQSA-N"
"CHEMBL1200692";"OLMESARTAN MEDOXOMIL";"Benicar|CS-866|NSC-758924|OLMESARTAN MEDOXOMIL|OLMETEC";"Small molecule";"4";"558.60";"32";"122";"4.17";"162.16";"11";"2";"2";"10";"N";"0.24";"4.25";"3.63";"4.54";"3.24";"5";"MOL";"0";"41";"12";"2";"2";"558.2227";"ACID";"C29H30N6O6";"CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"UQGKUQLKSCSZGY-UHFFFAOYSA-N"
"CHEMBL1311";"ISOSORBIDE MONONITRATE";"1,1-DIUREIDISOBUTANE|AHR-4698|ANGEZE 10|ANGEZE 20|ANGEZE 40|ANGEZE SR 40|ANGEZE SR 60|ANGITATE|ASTRODUR MR|BM 22.145|BM 22.145IS 5-MNAHR-4698|BM-22-145|BM-22.145|BM-22145|CARMIL XL|CHEMYDUR 60 XL|CIBRAL 10|CIBRAL 20|CIBRAL 40|CIBRAL XL 60|CORANGIN|DILUTED ISOSORBIDE MONONITRATE|DYNAMIN|DYNAMIN XL 25|DYNAMIN XL 50|ELANTAN 10|ELANTAN 20|ELANTAN 40|ELANTAN LA 25|ELANTAN LA 50|EUMON 40 XL|EUMON 60 XL|IMO LA|IS 5-MN|IS-5-MN|IS-5MN|ISIB 20|ISIB 40|ISIB 50 XL|ISIB 60 XL|ISMO 10|ISMO 20|ISMO 40|ISMO RET|ISO-5-MONONITRATE|ISOBUTYLDIUREA|ISOBUTYLENEDIUREA|ISODUR|ISODUR 25 XL|ISODUR 50 XL|ISOSORBIDE 5-MONONITRATE|ISOSORBIDE 5-NITRATE|ISOSORBIDE DINITRATE ISOSORBIDE-5-MONONITRATE|ISOSORBIDE MONONITRATE|ISOSORBIDE-5-MONONITRATE|ISOTARD 25 XL|ISOTARD 40 XL|ISOTARD 50 XL|ISOTARD 60 XL|ISOTRATE|Imdur|Ismo|KETANODUR|MCR 50|MODISAL 40 XL|MODISAL 60 XL|MODISAL LA 25|MODISAL LA 50|MONIGEN XL 60|MONIT|MONIT LS|MONIT SR|MONIT XL 60|MONO-CEDOCARD 10|MONO-CEDOCARD 20|MONO-CEDOCARD 40|MONOCORD|MONODUR|MONOMAX SR 40|MONOMAX SR 60|MONOMAX XL|MONOMIL XL|MONOSORB XL 60|Monoket|NSC-758619|PERTIL RET|PHASONIT LA 50|RELOSORB XL|SLOMON XL 60|TARDISC XL|TENKOSORB|TRANGINA XL|VASOTRATE 60 SR|XISMOX XL 60|ZEMON 40 XL|ZEMON 60 XL|ZIOTAN XL";"Small molecule";"4";"191.14";"20";"118";"-1.28";"91.06";"6";"1";"0";"2";"N";"0.43";"13.34";"None";"-0.71";"-0.71";"0";"MOL";"0";"13";"7";"1";"0";"191.0430";"NEUTRAL";"C6H9NO6";"O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12";"YWXYYJSYQOXTPL-SLPGGIOYSA-N"
"CHEMBL1808388";"BEXAGLIFLOZIN";"BEXAGLIFLOZIN|EGT-0001442|EGT-1442|EGT0001442|EGT1442|THR-1442|THR1442";"Small molecule";"3";"464.94";"5";"5";"2.00";"108.61";"7";"4";"0";"9";"N";"0.42";"12.57";"None";"2.17";"2.17";"2";"MOL";"0";"32";"7";"4";"0";"464.1602";"NEUTRAL";"C24H29ClO7";"OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"BTCRKOKVYTVOLU-SJSRKZJXSA-N"
"CHEMBL1201162";"DORZOLAMIDE HYDROCHLORIDE";"Cosopt Pf|DORZOLAMIDE (AS HYDROCHLORIDE)|DORZOLAMIDE HCL|DORZOLAMIDE HYDROCHLORIDE|MK-507|Trusopt";"Small molecule";"4";"360.91";"9";"43";"0.61";"106.33";"6";"2";"0";"3";"N";"0.85";"8.16";"6.88";"-0.12";"-0.07";"1";"MOL";"0";"19";"6";"3";"0";"324.0272";"NEUTRAL";"C10H17ClN2O4S3";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl";"OSRUSFPMRGDLAG-QMGYSKNISA-N"
"CHEMBL281398";"TERBOGREL";"BIBV 308 SE|BIBV-308-SE|BIBV-308SE|TERBOGREL";"Small molecule";"2";"405.50";"3";"3";"4.41";"110.40";"4";"3";"0";"7";"N";"0.21";"3.75";"4.75";"2.94";"0.66";"2";"MOL";"0";"30";"7";"3";"0";"405.2165";"ACID";"C23H27N5O2";"CC(C)(C)/N=C(\NC#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1";"XUTLOCQNGLJNSA-RGVLZGJSSA-N"
"CHEMBL282724";"SITAXENTAN";"IPI-1040|SITAXENTAN|SITAXSENTAN|TBC-11251";"Small molecule";"4";"454.91";"20";"82";"3.96";"107.73";"8";"1";"0";"6";"N";"0.56";"6.89";"0.75";"3.09";"2.60";"3";"MOL";"0";"29";"8";"1";"0";"454.0060";"NEUTRAL";"C18H15ClN2O6S2";"Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2";"PHWXUGHIIBDVKD-UHFFFAOYSA-N"
"CHEMBL723";"CARVEDILOL";"BM 14.190|BM-14-190|BM-14.190|BM-14190|C07AG02|CARVEDILOL|COREG|CORONIS|Coreg CR|DILATREND|DIMITONE|DQ-2466|EUCARDIC|EUCARDIC 12.5|EUCARDIC 25|EUCARDIC 3.125|EUCARDIC 6.25|KORVASAN|KREDEX|NSC-758694|SKF-105517|TALLITON";"Small molecule";"4";"406.48";"175";"1307";"3.74";"75.74";"5";"3";"0";"10";"N";"0.35";"None";"8.74";"3.42";"2.07";"4";"MOL";"0";"30";"6";"3";"0";"406.1893";"BASE";"C24H26N2O4";"COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12";"OGHNVEJMJSYVRP-UHFFFAOYSA-N"
"CHEMBL1481";"GLIMEPIRIDE";"Amaryl|GLIMEPIRIDE|HOE 490|HOE-490|NIDDARYL|NSC-759809";"Small molecule";"4";"490.63";"140";"863";"3.07";"124.68";"5";"3";"0";"7";"N";"0.54";"4.32";"None";"3.12";"2.18";"1";"MOL";"0";"34";"9";"3";"0";"490.2250";"ACID";"C24H34N4O5S";"CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O";"WIGIZIANZCJQQY-RUCARUNLSA-N"
"CHEMBL3039596";"FOSINOPRIL SODIUM";"FOSENOPRIL SODIUM|FOSINOPRIL SODIUM|FOSINOPRIL SODIUM SALT|FOSITENS|FOZITEC|Monopril|SQ 28555|SQ-28555|STARIL";"Small molecule";"4";"585.65";"";"";"6.12";"110.21";"6";"1";"2";"14";"N";"0.13";"3.87";"None";"5.62";"2.40";"1";"MOL";"0";"39";"8";"1";"2";"563.3012";"ACID";"C30H45NNaO7P";"CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+]";"TVTJZMHAIQQZTL-WATAJHSMSA-M"
"CHEMBL1200338";"PINACIDIL";"NSC-759588|PINACIDIL|PINACIDIL MONOHYDRATE|Pinacidil hydrate|Pindac";"Small molecule";"4";"263.35";"12";"16";"2.35";"73.10";"3";"2";"0";"2";"N";"0.48";"None";"5.61";"2.25";"2.24";"1";"MOL";"0";"18";"5";"2";"0";"245.1640";"NEUTRAL";"C13H21N5O";"CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O";"AFJCNBBHEVLGCZ-UHFFFAOYSA-N"
"CHEMBL304253";"TOLONIDINE";"ST 375|ST-375|TOLONIDINE";"Small molecule";"0";"209.68";"4";"13";"1.83";"36.42";"1";"2";"0";"1";"Y";"0.74";"None";"10.20";"1.95";"0.55";"1";"MOL";"0";"14";"3";"2";"0";"209.0720";"BASE";"C10H12ClN3";"Cc1ccc(N=C2NCCN2)c(Cl)c1";"KWBTZIFLQYYPTH-UHFFFAOYSA-N"
"CHEMBL24";"ATENOLOL";"ANTIPRESSAN|ATENAMIN|ATENIX-100|ATENIX-25|ATENIX-50|ATENOLOL|ATENOLOLUM|BETACARD|C07AB03|COROTENOL|DURAATENOLOL|Esatenolol|ICI 66,082|ICI 66082|ICI-66082|Ibinolo|JUVENTAL|KENTOL|MYOCORD|NOVATEN|NSC-757832|PRENORMINE|TENORMIN 25|TENORMIN L.S.|TOTAMOL|Tenormin|UROSIN|Unibloc|VASATEN";"Small molecule";"4";"266.34";"180";"893";"0.45";"84.58";"4";"3";"0";"8";"N";"0.64";"None";"9.67";"0.43";"-1.80";"1";"MOL";"0";"19";"5";"4";"0";"266.1630";"BASE";"C14H22N2O3";"CC(C)NCC(O)COc1ccc(CC(N)=O)cc1";"METKIMKYRPQLGS-UHFFFAOYSA-N"
"CHEMBL3989595";"BIETASERPINE";"BIETASERPINE|DL 152|NSC-369865|S-1210";"Small molecule";"0";"707.86";"";"";"4.99";"110.16";"12";"0";"2";"13";"N";"0.22";"None";"9.78";"4.49";"1.94";"3";"MOL";"0";"51";"12";"0";"2";"707.3782";"BASE";"C39H53N3O9";"CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1C[C@H]3C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@@H](C(=O)OC)[C@H]3C[C@H]21";"WFTSRDISOMSAQC-ZNFOTRSXSA-N"
"CHEMBL114";"SAQUINAVIR";"Fortovase|Invirase|RO 31-8959/000|Ro-31-8959|SAQUINAVIR|SAQUINAVIRUM|SCH-52852";"Small molecule";"4";"670.86";"195";"1417";"3.09";"166.75";"7";"5";"1";"12";"N";"0.20";"13.61";"8.47";"3.16";"2.05";"3";"MOL";"0";"49";"11";"6";"3";"670.3843";"NEUTRAL";"C38H50N6O5";"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1";"QWAXKHKRTORLEM-UGJKXSETSA-N"
"CHEMBL1201290";"POTASSIUM";"POTASSIUM";"Small molecule";"3";"39.10";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"38.9637";"None";"K";"[K]";"ZLMJMSJWJFRBEC-UHFFFAOYSA-N"
"CHEMBL2107834";"RIOCIGUAT";"ADEMPAS|BAY 63-2521|BAY-63-2521|RIOCIGUAT";"Small molecule";"4";"422.42";"10";"44";"2.44";"138.07";"9";"2";"0";"4";"N";"0.51";"None";"3.50";"2.69";"2.69";"4";"MOL";"0";"31";"10";"4";"0";"422.1615";"NEUTRAL";"C20H19FN8O2";"COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N";"WXXSNCNJFUAIDG-UHFFFAOYSA-N"
"CHEMBL1950651";"EVODENOSON";"ATL-313|ATL313|ATL313, DE-112|DE-112|EVODENOSON|Evodenoson";"Small molecule";"2";"499.53";"1";"2";"-0.47";"177.95";"11";"4";"1";"4";"N";"0.40";"12.39";"3.96";"-0.01";"-0.01";"2";"MOL";"0";"36";"13";"5";"1";"499.2179";"NEUTRAL";"C23H29N7O6";"COC(=O)N1CCC(CC#Cc2nc(N)c3ncn([C@@H]4O[C@H](C(=O)NC5CC5)[C@@H](O)[C@H]4O)c3n2)CC1";"SQJXTUJMBYVDBB-RQXXJAGISA-N"
"CHEMBL4594262";"AMLODIPINE BENZOATE";"AMLODIPINE BENZOATE|KATERZIA";"Small molecule";"4";"531.01";"";"";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C27H31ClN2O7";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)c1ccccc1";"RVPCEXXEUXIPEO-UHFFFAOYSA-N"
"CHEMBL400599";"BENFLUOREX";"BENFLUOREX|MEDIAXAL|NSC-757396";"Small molecule";"4";"351.37";"7";"9";"4.08";"38.33";"3";"1";"0";"7";"N";"0.60";"None";"9.14";"4.92";"3.18";"2";"MOL";"0";"25";"3";"1";"0";"351.1446";"BASE";"C19H20F3NO2";"CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1";"CJAVTWRYCDNHSM-UHFFFAOYSA-N"
"CHEMBL3989794";"DAGLUTRIL";"DAGLUTRIL|SLV-306|SLV306";"Small molecule";"2";"534.65";"";"";"4.30";"113.01";"5";"2";"1";"11";"N";"0.42";"3.83";"None";"5.01";"1.76";"2";"MOL";"0";"39";"8";"2";"1";"534.2730";"ACID";"C31H38N2O6";"CCOC(=O)[C@H](CCCc1ccccc1)C1(C(=O)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1";"FVWPYVZWVOLAOP-DQEYMECFSA-N"
"CHEMBL191886";"CICLETANINE";"(+/-)BN-1270|BN-1270|CICLETANINE|CYCLETANIDE|WIN 90,000|WIN-90000";"Small molecule";"2";"261.71";"1";"1";"3.37";"42.35";"3";"1";"0";"1";"N";"0.86";"8.57";"5.51";"2.60";"2.56";"2";"MOL";"0";"18";"3";"1";"0";"261.0557";"NEUTRAL";"C14H12ClNO2";"Cc1ncc2c(c1O)COC2c1ccc(Cl)cc1";"CVKNDPRBJVBDSS-UHFFFAOYSA-N"
"CHEMBL3545407";"TRABODENOSON";"INNO-8875|INO-8875|PJ-875|TRABODENOSON|Trabodenoson";"Small molecule";"3";"380.36";"3";"6";"0.01";"157.69";"11";"3";"1";"6";"N";"0.46";"12.45";"3.73";"0.26";"0.26";"2";"MOL";"0";"27";"12";"3";"1";"380.1444";"NEUTRAL";"C15H20N6O6";"O=[N+]([O-])OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O";"AQLVRTWKJDTWQQ-SDBHATRESA-N"
"CHEMBL1237";"LISINOPRIL";"LISINOPRIL|MK-521|NSC-751176|NSC-758151|Prinivil|Zestril";"Small molecule";"4";"405.50";"130";"739";"1.24";"132.96";"5";"4";"0";"12";"N";"0.38";"3.17";"10.21";"-3.10";"-3.18";"1";"MOL";"0";"29";"8";"5";"0";"405.2264";"ZWITTERION";"C21H31N3O5";"NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O";"RLAWWYSOJDYHDC-BZSNNMDCSA-N"
"CHEMBL4";"OFLOXACIN";"DL-8280|EXOCIN|FLOXIN OTIC|Floxin|HOE 280|HOE-280|J01MA01|NSC-727071|NSC-758178|OFLOXACIN|Ocuflox|TARIVID|TARIVID 400|TARIVID I.V.|Visiren";"Small molecule";"4";"361.37";"279";"2561";"1.54";"75.01";"6";"1";"0";"2";"N";"0.87";"5.29";"6.16";"0.51";"-0.47";"2";"MOL";"0";"26";"7";"1";"0";"361.1438";"ACID";"C18H20FN3O4";"CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23";"GSDSWSVVBLHKDQ-UHFFFAOYSA-N"
"CHEMBL190";"THEOPHYLLINE";"ACCURBRON|AEROLATE|AEROLATE III|AEROLATE JR|AEROLATE SR|AQUAPHYLLIN|BRONKODYL|DIMETHYLXANTHINE|DOXOPHYLLINE METABOLITE M3|DURAPHYL|ELIXICON|ELIXOMIN|ELIXOPHYLLIN SR|Elixophyllin|LABID|LANOPHYLLIN|LASMA|NSC-2066|NSC-757346|NUELIN|NUELIN SA|NUELIN SA-250|PRO-VENT|QUIBRON-T|QUIBRON-T/SR|Quibron|Respbid|SLO-BID|SLO-PHYLLIN|SOMOPHYLLIN-CRT|SOMOPHYLLIN-T|SUSTAIRE|T-PHYL|THEO-DUR|THEOBID|THEOBID JR.|THEOCLEAR L.A.-130|THEOCLEAR L.A.-260|THEOCLEAR-100|THEOCLEAR-200|THEOCLEAR-80|THEOGRAD|THEOLAIR|THEOLIXIR|THEOPHYL|THEOPHYL-225|THEOPHYL-SR|THEOPHYLLINE|THEOPHYLLINE ANHYDROUS|THEOPHYLLINE MELTING POINT STANDARD|THEOPHYLLINE MONOHYDRATE|THEOPHYLLINE, ANHYDROUS|THEOPHYLLINE,ANHYDROUS|THEOPHYLLINE-SR|THEOVENT|Theo-24|Theochron|Theocin|Theolair-sr|Theophylline|UNI-DUR|UNIPHYLLIN CONTINUS|Uniphyl";"Small molecule";"4";"180.17";"285";"2909";"-1.04";"72.68";"5";"1";"0";"0";"N";"0.56";"8.44";"2.44";"-0.81";"-0.84";"2";"MOL";"0";"13";"6";"1";"0";"180.0647";"NEUTRAL";"C7H8N4O2";"Cn1c(=O)c2nc[nH]c2n(C)c1=O";"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"
"CHEMBL61780";"TEZOSENTAN";"ACT-050089|Ro 61-0612|Ro-610612|TEZOSENTAN|Tezosentan|Veletri";"Small molecule";"3";"605.64";"7";"14";"3.21";"200.11";"13";"3";"2";"12";"N";"0.19";"4.99";"3.10";"4.34";"1.88";"5";"MOL";"0";"43";"15";"3";"2";"605.1805";"ACID";"C27H27N9O6S";"COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO";"TUYWTLTWNJOZNY-UHFFFAOYSA-N"
"CHEMBL778";"DEXMEDETOMIDINE";"DEXMEDETOMIDINE|Dexmedetomidine|MEDETOMIDINE, (S)-|MPV-1440|Precedex";"Small molecule";"4";"200.28";"26";"73";"3.18";"28.68";"1";"1";"0";"2";"N";"0.79";"None";"6.54";"3.39";"3.34";"2";"MOL";"0";"15";"2";"1";"0";"200.1313";"NEUTRAL";"C13H16N2";"Cc1cccc([C@H](C)c2c[nH]cn2)c1C";"CUHVIMMYOGQXCV-NSHDSACASA-N"
"CHEMBL1138";"EZETIMIBE";"EZETIMIBE|EZETROL|MK0653|NSC-758923|SCH-58235|SCH58235|Zetia";"Small molecule";"4";"409.43";"56";"263";"4.89";"60.77";"3";"2";"0";"6";"N";"0.57";"9.48";"None";"4.56";"4.56";"3";"MOL";"0";"30";"4";"2";"0";"409.1489";"NEUTRAL";"C24H21F2NO3";"O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1";"OLNTVTPDXPETLC-XPWALMASSA-N"
"CHEMBL19236";"MOXONIDINE";"BDF-5896|BDF5896|BE-5895|BE5895|Cynt|FISIOTENS|LY-326869|LY326869|MOXONIDINE|NORMATENS|Norcynt|Nucynt|PHYSIOTENS";"Small molecule";"4";"241.68";"126";"823";"0.82";"71.43";"6";"2";"0";"2";"N";"0.75";"None";"7.26";"1.54";"1.30";"1";"MOL";"0";"16";"6";"2";"0";"241.0730";"NEUTRAL";"C9H12ClN5O";"COc1nc(C)nc(Cl)c1NC1=NCCN1";"WPNJAUFVNXKLIM-UHFFFAOYSA-N"
